-90.00 -7.62 -3.55
-89.00 -7.81 -3.30
-88.00 -7.98 -3.04
-87.00 -8.13 -2.78
-86.00 -8.27 -2.50
-85.00 -8.40 -2.22
-84.00 -8.50 -1.93
-83.00 -8.59 -1.64
-82.00 -8.66 -1.34
-81.00 -8.71 -1.04
-80.00 -8.74 -0.74
-79.00 -8.76 -0.43
-78.00 -8.75 -0.13
-77.00 -8.73 0.18
-76.00 -8.69 0.48
-75.00 -8.63 0.78
-74.00 -8.55 1.08
-73.00 -8.46 1.38
-72.00 -8.34 1.67
-71.00 -8.21 1.95
-70.00 -8.06 2.23
-69.00 -7.90 2.50
-68.00 -7.72 2.77
-67.00 -7.52 3.02
-66.00 -7.30 3.27
-65.00 -7.08 3.50
-64.00 -6.83 3.72
-63.00 -6.58 3.93
-62.00 -6.31 4.13
-61.00 -6.03 4.32
-60.00 -5.73 4.49
-59.00 -5.43 4.65
-58.00 -5.12 4.79
-57.00 -4.79 4.91
-56.00 -4.46 5.03
-55.00 -4.12 5.12
-54.00 -3.77 5.20
-53.00 -3.42 5.26
-52.00 -3.06 5.31
-51.00 -2.70 5.33
-50.00 -2.34 5.34
-49.00 -1.97 5.34
-48.00 -1.61 5.31
-47.00 -1.24 5.27
-46.00 -0.87 5.21
-45.00 -0.51 5.13
-44.00 -0.14 5.04
-43.00 0.22 4.93
-42.00 0.57 4.80
-41.00 0.92 4.66
-40.00 1.27 4.50
-39.00 1.60 4.32
-38.00 1.93 4.13
-37.00 2.25 3.92
-36.00 2.56 3.70
-35.00 2.86 3.47
-34.00 3.15 3.22
-33.00 3.43 2.96
-32.00 3.69 2.69
-31.00 3.95 2.40
-30.00 4.18 2.11
-29.00 4.41 1.81
-28.00 4.62 1.49
-27.00 4.81 1.17
-26.00 4.99 0.84
-25.00 5.15 0.51
-24.00 5.30 0.17
-23.00 5.43 -0.18
-22.00 5.54 -0.53
-21.00 5.63 -0.88
-20.00 5.71 -1.23
-19.00 5.77 -1.59
-18.00 5.81 -1.94
-17.00 5.84 -2.30
-16.00 5.84 -2.65
-15.00 5.83 -3.00
-14.00 5.81 -3.35
-13.00 5.76 -3.69
-12.00 5.70 -4.03
-11.00 5.62 -4.36
-10.00 5.52 -4.68
-9.00 5.41 -4.99
-8.00 5.29 -5.30
-7.00 5.14 -5.59
-6.00 4.99 -5.88
-5.00 4.81 -6.15
-4.00 4.63 -6.42
-3.00 4.43 -6.67
-2.00 4.22 -6.90
-1.00 4.00 -7.12
0.00 3.77 -7.33
1.00 3.52 -7.52
2.00 3.27 -7.70
3.00 3.01 -7.86
4.00 2.74 -8.01
5.00 2.46 -8.13
6.00 2.18 -8.24
7.00 1.89 -8.33
8.00 1.60 -8.41
9.00 1.30 -8.46
10.00 1.00 -8.50
11.00 0.70 -8.52
12.00 0.40 -8.52
13.00 0.10 -8.50
14.00 -0.20 -8.47
15.00 -0.50 -8.41
16.00 -0.80 -8.34
17.00 -1.09 -8.25
18.00 -1.37 -8.14
19.00 -1.66 -8.01
20.00 -1.93 -7.87
21.00 -2.20 -7.71
22.00 -2.46 -7.53
23.00 -2.71 -7.34
24.00 -2.95 -7.13
25.00 -3.18 -6.91
26.00 -3.40 -6.67
27.00 -3.61 -6.42
28.00 -3.81 -6.16
29.00 -3.99 -5.88
30.00 -4.16 -5.60
31.00 -4.31 -5.30
32.00 -4.45 -4.99
33.00 -4.58 -4.67
34.00 -4.69 -4.35
35.00 -4.78 -4.01
36.00 -4.86 -3.67
37.00 -4.92 -3.33
38.00 -4.96 -2.97
39.00 -4.99 -2.62
40.00 -4.99 -2.26
41.00 -4.99 -1.90
42.00 -4.96 -1.54
43.00 -4.92 -1.18
44.00 -4.86 -0.82
45.00 -4.78 -0.46
46.00 -4.68 -0.10
47.00 -4.57 0.25
48.00 -4.44 0.60
49.00 -4.30 0.94
50.00 -4.14 1.28
51.00 -3.96 1.61
52.00 -3.77 1.93
53.00 -3.56 2.25
54.00 -3.34 2.55
55.00 -3.11 2.85
56.00 -2.86 3.13
57.00 -2.60 3.40
58.00 -2.33 3.66
59.00 -2.05 3.90
60.00 -1.75 4.14
61.00 -1.45 4.35
62.00 -1.14 4.56
63.00 -0.82 4.75
64.00 -0.49 4.92
65.00 -0.16 5.07
66.00 0.18 5.21
67.00 0.52 5.34
68.00 0.87 5.44
69.00 1.22 5.53
70.00 1.58 5.60
71.00 1.93 5.66
72.00 2.28 5.69
73.00 2.63 5.71
74.00 2.98 5.71
75.00 3.33 5.70
76.00 3.68 5.66
77.00 4.02 5.61
78.00 4.35 5.54
79.00 4.68 5.46
80.00 5.00 5.36
81.00 5.31 5.24
82.00 5.61 5.11
83.00 5.90 4.96
84.00 6.19 4.80
85.00 6.46 4.62
86.00 6.72 4.43
87.00 6.96 4.23
88.00 7.19 4.01
89.00 7.41 3.79
90.00 7.62 3.55
