-90.00 -3.20 7.77
-89.00 -2.94 7.95
-88.00 -2.68 8.11
-87.00 -2.40 8.25
-86.00 -2.12 8.38
-85.00 -1.84 8.49
-84.00 -1.54 8.58
-83.00 -1.25 8.65
-82.00 -0.95 8.71
-81.00 -0.65 8.75
-80.00 -0.34 8.77
-79.00 -0.04 8.77
-78.00 0.27 8.75
-77.00 0.57 8.71
-76.00 0.88 8.66
-75.00 1.17 8.58
-74.00 1.47 8.49
-73.00 1.76 8.38
-72.00 2.05 8.26
-71.00 2.33 8.11
-70.00 2.60 7.95
-69.00 2.86 7.78
-68.00 3.12 7.58
-67.00 3.36 7.37
-66.00 3.59 7.15
-65.00 3.82 6.91
-64.00 4.03 6.66
-63.00 4.23 6.39
-62.00 4.41 6.11
-61.00 4.59 5.82
-60.00 4.74 5.52
-59.00 4.89 5.21
-58.00 5.02 4.89
-57.00 5.13 4.56
-56.00 5.22 4.23
-55.00 5.30 3.88
-54.00 5.37 3.53
-53.00 5.41 3.18
-52.00 5.44 2.82
-51.00 5.45 2.46
-50.00 5.44 2.09
-49.00 5.42 1.73
-48.00 5.38 1.36
-47.00 5.32 1.00
-46.00 5.25 0.63
-45.00 5.15 0.27
-44.00 5.04 -0.09
-43.00 4.91 -0.44
-42.00 4.77 -0.79
-41.00 4.61 -1.13
-40.00 4.44 -1.47
-39.00 4.24 -1.80
-38.00 4.04 -2.12
-37.00 3.82 -2.43
-36.00 3.58 -2.73
-35.00 3.33 -3.02
-34.00 3.07 -3.29
-33.00 2.80 -3.56
-32.00 2.52 -3.81
-31.00 2.22 -4.05
-30.00 1.92 -4.28
-29.00 1.60 -4.48
-28.00 1.28 -4.68
-27.00 0.95 -4.86
-26.00 0.62 -5.02
-25.00 0.27 -5.17
-24.00 -0.07 -5.30
-23.00 -0.42 -5.41
-22.00 -0.78 -5.51
-21.00 -1.13 -5.59
-20.00 -1.49 -5.65
-19.00 -1.85 -5.69
-18.00 -2.20 -5.72
-17.00 -2.56 -5.73
-16.00 -2.91 -5.72
-15.00 -3.26 -5.69
-14.00 -3.61 -5.65
-13.00 -3.95 -5.59
-12.00 -4.28 -5.51
-11.00 -4.61 -5.42
-10.00 -4.92 -5.31
-9.00 -5.23 -5.18
-8.00 -5.53 -5.04
-7.00 -5.82 -4.88
-6.00 -6.10 -4.71
-5.00 -6.37 -4.53
-4.00 -6.62 -4.33
-3.00 -6.86 -4.12
-2.00 -7.09 -3.90
-1.00 -7.30 -3.67
0.00 -7.50 -3.43
1.00 -7.68 -3.18
2.00 -7.84 -2.92
3.00 -7.99 -2.65
4.00 -8.12 -2.37
5.00 -8.24 -2.09
6.00 -8.33 -1.80
7.00 -8.41 -1.51
8.00 -8.47 -1.21
9.00 -8.51 -0.92
10.00 -8.54 -0.62
11.00 -8.54 -0.31
12.00 -8.53 -0.01
13.00 -8.50 0.29
14.00 -8.45 0.59
15.00 -8.38 0.88
16.00 -8.29 1.17
17.00 -8.19 1.46
18.00 -8.07 1.74
19.00 -7.93 2.02
20.00 -7.77 2.29
21.00 -7.60 2.55
22.00 -7.41 2.80
23.00 -7.21 3.04
24.00 -6.99 3.27
25.00 -6.76 3.49
26.00 -6.51 3.70
27.00 -6.25 3.90
28.00 -5.98 4.08
29.00 -5.70 4.25
30.00 -5.40 4.41
31.00 -5.10 4.55
32.00 -4.78 4.67
33.00 -4.46 4.78
34.00 -4.13 4.88
35.00 -3.79 4.96
36.00 -3.45 5.02
37.00 -3.10 5.06
38.00 -2.75 5.09
39.00 -2.39 5.10
40.00 -2.03 5.09
41.00 -1.67 5.07
42.00 -1.31 5.02
43.00 -0.95 4.97
44.00 -0.60 4.89
45.00 -0.24 4.79
46.00 0.11 4.68
47.00 0.46 4.56
48.00 0.80 4.41
49.00 1.14 4.25
50.00 1.47 4.08
51.00 1.79 3.89
52.00 2.10 3.68
53.00 2.41 3.46
54.00 2.70 3.22
55.00 2.98 2.98
56.00 3.26 2.72
57.00 3.51 2.45
58.00 3.76 2.16
59.00 3.99 1.87
60.00 4.21 1.56
61.00 4.42 1.25
62.00 4.60 0.93
63.00 4.78 0.60
64.00 4.94 0.27
65.00 5.08 -0.07
66.00 5.20 -0.42
67.00 5.31 -0.77
68.00 5.40 -1.12
69.00 5.47 -1.47
70.00 5.53 -1.83
71.00 5.56 -2.18
72.00 5.58 -2.54
73.00 5.59 -2.89
74.00 5.57 -3.24
75.00 5.54 -3.59
76.00 5.49 -3.93
77.00 5.42 -4.27
78.00 5.34 -4.60
79.00 5.24 -4.92
80.00 5.13 -5.23
81.00 5.00 -5.54
82.00 4.85 -5.84
83.00 4.69 -6.12
84.00 4.51 -6.40
85.00 4.32 -6.66
86.00 4.12 -6.91
87.00 3.91 -7.15
88.00 3.68 -7.37
89.00 3.45 -7.58
90.00 3.20 -7.77
